hashtag	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset
ventilationmatters	 1001228776032763905	3104.21	.14	.0000451	2	14	4	88498
covidisairborne	 1001228776032763905	57.71	.21	.0036385	3	14	322	88498
longcovid	 1001228776032763905	6.84	.14	.0204411	2	14	1809	88498
longcovidkids	 1001228776032763905	56.31	.07	.0012429	1	14	110	88498
kovidkenney	 1001228776032763905	6250.00	.07	.0000112	1	14	1	88498
unsafeschoolsab	 1001228776032763905	6213.01	.21	.0000338	3	14	3	88498
unsafeschoolsab	 1001228776032763905	6213.01	.21	.0000338	3	14	3	88498
covidmisinformation	 1001228776032763905	6250.00	.07	.0000112	1	14	1	88498
covidisairborne	 1001228776032763905	57.71	.21	.0036385	3	14	322	88498
unsafeschoolsab	 1001228776032763905	6213.01	.21	.0000338	3	14	3	88498
covidisairborne	 1001228776032763905	57.71	.21	.0036385	3	14	322	88498
n95sforall	 1001228776032763905	886.07	.07	.0000790	1	14	7	88498
ventilationmatters	 1001228776032763905	3104.21	.14	.0000451	2	14	4	88498
firetheucp	 1001228776032763905	326.18	.07	.0002146	1	14	19	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
inherentcontempt	 1003107003693137921	444.44	.01	.0000225	2	103	2	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
inherentcontempt	 1003107003693137921	444.44	.01	.0000225	2	103	2	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
investigatenow	 1003107003693137921	0	0	.0000112	1	103	1	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
wefighton	 1003107003693137921	444.44	.01	.0000225	2	103	2	88498
wefighton	 1003107003693137921	444.44	.01	.0000225	2	103	2	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
letsroll	 1003107003693137921	0	0	.0000112	1	103	1	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematers	 1003107003693137921	444.44	.01	.0000225	2	103	2	88498
justicematers	 1003107003693137921	444.44	.01	.0000225	2	103	2	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
maltesematter	 1003107003693137921	0	0	.0000112	1	103	1	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
teamjustice	 1003107003693137921	817.43	.12	.0001468	13	103	13	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
justicematters	 1003107003693137921	742.29	.78	.0010508	81	103	93	88498
truckertantrum2022	 1003662615661436929	29464.28	.33	.0000112	1	3	1	88498
flutruckklan	 1003662615661436929	2435.42	.33	.0001355	1	3	12	88498
womenshistorymonth	 1003662615661436929	912.86	.33	.0003615	1	3	32	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
covid	 100380798	7.98	.56	.0701258	21	37	6206	88498
covid19	 100380798	9.90	.29	.0292887	11	37	2592	88498
corona	 100380798	355.66	.43	.0012090	16	37	107	88498
coronavirus	 100380798	226.65	.21	.0009265	8	37	82	88498
holocaustremembranceday	 1003895325025865730	121.48	.07	.0005762	1	13	51	88498
auschwitz	 1003895325025865730	93.87	.07	.0007457	1	13	66	88498
ukraine	 1003895325025865730	3.43	.30	.0874031	4	13	7735	88498
ukraine	 1003895325025865730	3.43	.30	.0874031	4	13	7735	88498
minsk	 1003895325025865730	775.19	.07	.0000903	1	13	8	88498
russia	 1003895325025865730	3.08	.15	.0486790	2	13	4308	88498
ukraine	 1003895325025865730	3.43	.30	.0874031	4	13	7735	88498
russia	 1003895325025865730	3.08	.15	.0486790	2	13	4308	88498
ukraine	 1003895325025865730	3.43	.30	.0874031	4	13	7735	88498
standwithukriane	 1003895325025865730	38.71	.07	.0018079	1	13	160	88498
kramatorsk	 1003895325025865730	295.10	.07	.0002372	1	13	21	88498
epf	 1003895325025865730	3325.94	.15	.0000451	2	13	4	88498
epf	 1003895325025865730	3325.94	.15	.0000451	2	13	4	88498
adoptdontshop	 1004085488859385863	107.56	.22	.0020452	4	18	181	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptme	 1004085488859385863	468.58	.27	.0005762	5	18	51	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptdontshop	 1004085488859385863	107.56	.22	.0020452	4	18	181	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptme	 1004085488859385863	468.58	.27	.0005762	5	18	51	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptme	 1004085488859385863	468.58	.27	.0005762	5	18	51	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptdontshop	 1004085488859385863	107.56	.22	.0020452	4	18	181	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptme	 1004085488859385863	468.58	.27	.0005762	5	18	51	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptdontshop	 1004085488859385863	107.56	.22	.0020452	4	18	181	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
adoptme	 1004085488859385863	468.58	.27	.0005762	5	18	51	88498
dogsoftwitter	 1004085488859385863	433.83	.50	.0011525	9	18	102	88498
corsirosenthal	 1005148131091275777	737.55	.60	.0008135	3	5	72	88498
corsirosenthalbox	 1005148131091275777	498.62	.40	.0008022	2	5	71	88498
mathfacts	 1005148131091275777	17777.77	.40	.0000225	2	5	2	88498
mathfacts	 1005148131091275777	17777.77	.40	.0000225	2	5	2	88498
corsirosenthalbox	 1005148131091275777	498.62	.40	.0008022	2	5	71	88498
อลหม่านจานใหม่xฟลุ้ค	 1005237882	5917.15	.20	.0000338	1	5	3	88498
เจ้าแก้มก้อน	 1005237882	84.28	.40	.0047458	2	5	420	88498
fluke_natouch	 1005237882	86.97	.40	.0045989	2	5	407	88498
เจ้าแก้มก้อน	 1005237882	84.28	.40	.0047458	2	5	420	88498
fluke_natouch	 1005237882	86.97	.40	.0045989	2	5	407	88498
tuckyorose	 1005846500583321601	379.42	.09	.0002372	5	52	21	88498
tuckyorose	 1005846500583321601	379.42	.09	.0002372	5	52	21	88498
tuckyorose	 1005846500583321601	379.42	.09	.0002372	5	52	21	88498
tuckyorose	 1005846500583321601	379.42	.09	.0002372	5	52	21	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
sendjavelins	 1005846500583321601	1333.33	.03	.0000225	2	52	2	88498
sendstingers	 1005846500583321601	1333.33	.03	.0000225	2	52	2	88498
sendjavelins	 1005846500583321601	1333.33	.03	.0000225	2	52	2	88498
sendstingers	 1005846500583321601	1333.33	.03	.0000225	2	52	2	88498
gopownsthis	 1005846500583321601	1241.13	.07	.0000564	4	52	5	88498
gopownsthis	 1005846500583321601	1241.13	.07	.0000564	4	52	5	88498
gopownsthis	 1005846500583321601	1241.13	.07	.0000564	4	52	5	88498
gopownsthis	 1005846500583321601	1241.13	.07	.0000564	4	52	5	88498
russian	 1005846500583321601	.62	.01	.0159099	1	52	1408	88498
moscow	 1005846500583321601	11.96	.01	.0008361	1	52	74	88498
tuckyorose	 1005846500583321601	379.42	.09	.0002372	5	52	21	88498
hererightmatters	 1005846500583321601	1595.74	.09	.0000564	5	52	5	88498
istandwithukraine	 1005846500583321601	6.86	.01	.0014576	1	52	129	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukriane	 1005846500583321601	5.53	.01	.0018079	1	52	160	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
СлаваУкраїні	 1005846500583321601	885.82	.09	.0001016	5	52	9	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
СлаваУкраїні	 1005846500583321601	885.82	.09	.0001016	5	52	9	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
СлаваУкраїні	 1005846500583321601	885.82	.09	.0001016	5	52	9	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
СлаваУкраїні	 1005846500583321601	885.82	.09	.0001016	5	52	9	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
СлаваУкраїні	 1005846500583321601	885.82	.09	.0001016	5	52	9	88498
girlpower	 1005846500583321601	110.74	.01	.0000903	1	52	8	88498
indomitable	 1005846500583321601	1333.33	.03	.0000225	2	52	2	88498
indomitable	 1005846500583321601	1333.33	.03	.0000225	2	52	2	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
hererightmatters	 1005846500583321601	1595.74	.09	.0000564	5	52	5	88498
hererightmatters	 1005846500583321601	1595.74	.09	.0000564	5	52	5	88498
hererightmatters	 1005846500583321601	1595.74	.09	.0000564	5	52	5	88498
standwithukraine️	 1005846500583321601	10.83	.03	.0027684	2	52	245	88498
standwithukraine️	 1005846500583321601	10.83	.03	.0027684	2	52	245	88498
slavaukraini	 1005846500583321601	7.25	.01	.0013785	1	52	122	88498
befierce	 1005846500583321601	892.85	.01	.0000112	1	52	1	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
hererightmatters	 1005846500583321601	1595.74	.09	.0000564	5	52	5	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
standwithukraine	 1005846500583321601	25.24	.38	.0150511	20	52	1332	88498
beawelcomer	 1005846500583321601	892.85	.01	.0000112	1	52	1	88498
mlkday	 100588178	334.00	.20	.0005988	1	5	53	88498
goodhair	 100588178	17857.14	.20	.0000112	1	5	1	88498
oscars	 100588178	126.43	.20	.0015819	1	5	140	88498
aprilfoolsday	 100588178	5063.29	.40	.0000790	2	5	7	88498
aprilfoolsday	 100588178	5063.29	.40	.0000790	2	5	7	88498
hippa	 1006165181871910912	12500.00	.14	.0000112	1	7	1	88498
trumpcovid19	 1006165181871910912	12500.00	.14	.0000112	1	7	1	88498
trumpisanationaldisgrace	 1006165181871910912	3104.21	.14	.0000451	1	7	4	88498
trumprally	 1006165181871910912	364.44	.28	.0007683	2	7	68	88498
trumprally	 1006165181871910912	364.44	.28	.0007683	2	7	68	88498
maddow	 1006165181871910912	242.97	.14	.0005762	1	7	51	88498
abbottfailedtexasagain	 1006165181871910912	1240.03	.14	.0001129	1	7	10	88498
torycorruption	 1006419421244678144	31.05	.02	.0006440	1	35	57	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
climatestrike	 1006419421244678144	368.79	.20	.0005423	7	35	48	88498
uprootthesystem	 1006419421244678144	442.72	.08	.0001807	3	35	16	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
climatestrike	 1006419421244678144	368.79	.20	.0005423	7	35	48	88498
uprootthesystem	 1006419421244678144	442.72	.08	.0001807	3	35	16	88498
peoplenotprofit	 1006419421244678144	931.96	.20	.0002146	7	35	19	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
climatestrike	 1006419421244678144	368.79	.20	.0005423	7	35	48	88498
uprootthesystem	 1006419421244678144	442.72	.08	.0001807	3	35	16	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
peoplenotprofit	 1006419421244678144	931.96	.20	.0002146	7	35	19	88498
nomineingállok	 1006419421244678144	1785.71	.02	.0000112	1	35	1	88498
standwithsápmi	 1006419421244678144	1785.71	.02	.0000112	1	35	1	88498
ipcc	 1006419421244678144	80.48	.02	.0002485	1	35	22	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
climatestrike	 1006419421244678144	368.79	.20	.0005423	7	35	48	88498
peoplenotprofit	 1006419421244678144	931.96	.20	.0002146	7	35	19	88498
standwithukraine	 1006419421244678144	1.32	.02	.0150511	1	35	1332	88498
internationalwomensday	 1006419421244678144	61.46	.05	.0008135	2	35	72	88498
internationalwomensday	 1006419421244678144	61.46	.05	.0008135	2	35	72	88498
peoplenotprofit	 1006419421244678144	931.96	.20	.0002146	7	35	19	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
climatestrike	 1006419421244678144	368.79	.20	.0005423	7	35	48	88498
peoplenotprofit	 1006419421244678144	931.96	.20	.0002146	7	35	19	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
climatestrike	 1006419421244678144	368.79	.20	.0005423	7	35	48	88498
peoplenotprofit	 1006419421244678144	931.96	.20	.0002146	7	35	19	88498
schoolstrike4climate	 1006419421244678144	253.16	.02	.0000790	1	35	7	88498
earthday	 1006419421244678144	26.03	.02	.0007683	1	35	68	88498
peoplenotprofit	 1006419421244678144	931.96	.20	.0002146	7	35	19	88498
fridaysforfuture	 1006419421244678144	491.73	.25	.0005084	9	35	45	88498
climatestrike	 1006419421244678144	368.79	.20	.0005423	7	35	48	88498
uss	 1007269733316677639	14.08	.73	.0518203	17	23	4586	88498
uss	 1007269733316677639	14.08	.73	.0518203	17	23	4586	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
ussstrike	 1007269733316677639	442.96	.04	.0000903	1	23	8	88498
uss	 1007269733316677639	14.08	.73	.0518203	17	23	4586	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
uss	 1007269733316677639	14.08	.73	.0518203	17	23	4586	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
oneofusallofus	 1007269733316677639	47.16	.17	.0036046	4	23	319	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
oneofusallofus	 1007269733316677639	47.16	.17	.0036046	4	23	319	88498
uss	 1007269733316677639	14.08	.73	.0518203	17	23	4586	88498
oneofusallofus	 1007269733316677639	47.16	.17	.0036046	4	23	319	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
uuklies	 1007269733316677639	3571.42	.04	.0000112	1	23	1	88498
4fights	 1007269733316677639	1777.77	.04	.0000225	1	23	2	88498
uss	 1007269733316677639	14.08	.73	.0518203	17	23	4586	88498
oneofusallofus	 1007269733316677639	47.16	.17	.0036046	4	23	319	88498
ussmess	 1007269733316677639	409.21	.43	.0010508	10	23	93	88498
stopfakerenewables	 1008688766062661632	4434.58	.20	.0000451	1	5	4	88498
schoolstrike4climate	 1008688766062661632	2531.64	.20	.0000790	1	5	7	88498
fridaysforfuture	 1008688766062661632	393.39	.20	.0005084	1	5	45	88498
ipccreport	 1008688766062661632	2954.20	.20	.0000677	1	5	6	88498
peoplenotprofit	 1008688766062661632	931.96	.20	.0002146	1	5	19	88498
omicronvariant	 1009064359664816129	1844.33	.50	.0002711	3	6	24	88498
covid19	 1009064359664816129	17.07	.50	.0292887	3	6	2592	88498
omicronvariant	 1009064359664816129	1844.33	.50	.0002711	3	6	24	88498
covid19	 1009064359664816129	17.07	.50	.0292887	3	6	2592	88498
omicronvariant	 1009064359664816129	1844.33	.50	.0002711	3	6	24	88498
covid19	 1009064359664816129	17.07	.50	.0292887	3	6	2592	88498
kharkiv	 1009546724	12.64	.02	.0015819	3	142	140	88498
ukriane	 1009546724	16.09	.04	.0024859	6	142	220	88498
ukraineinvasion	 1009546724	0	0	.0009604	1	142	85	88498
slavaukraini	 1009546724	36.27	.05	.0013785	8	142	122	88498
glorytoukraine	 1009546724	0	0	.0001468	1	142	13	88498
standwithukraine	 1009546724	1.32	.02	.0150511	4	142	1332	88498
ukrainewomen	 1009546724	0	0	.0000112	1	142	1	88498
ukraine	 1009546724	3.54	.31	.0874031	45	142	7735	88498
stoprussia	 1009546724	12.55	.04	.0031865	7	142	282	88498
ukrainerussianwar	 1009546724	10.85	.02	.0018418	3	142	163	88498
standingwithukraine	 1009546724	0	0	.0002711	1	142	24	88498
stopputinnow	 1009546724	14.16	.02	.0014124	3	142	125	88498
oprussia	 1009546724	19.83	.08	.0040339	12	142	357	88498
fckputin	 1009546724	98.35	.04	.0004067	7	142	36	88498
stopputinnow	 1009546724	14.16	.02	.0014124	3	142	125	88498
standwithukraine	 1009546724	1.32	.02	.0150511	4	142	1332	88498
irpen	 1009546724	0	0	.0001016	1	142	9	88498
ukraineunderattaсk	 1009546724	45.78	.03	.0006553	5	142	58	88498
ukrainerussianwar	 1009546724	10.85	.02	.0018418	3	142	163	88498
stopputinnow	 1009546724	14.16	.02	.0014124	3	142	125	88498
moscow	 1009546724	0	0	.0008361	1	142	74	88498
ukraineunderattaсk	 1009546724	45.78	.03	.0006553	5	142	58	88498
ukrainerussianwar	 1009546724	10.85	.02	.0018418	3	142	163	88498
stopputinswar	 1009546724	0	0	.0003163	1	142	28	88498
oprussian	 1009546724	49.17	.04	.0008135	7	142	72	88498
nowarinukraine	 1009546724	0	0	.0002485	1	142	22	88498
putinswar	 1009546724	7.56	.01	.0013220	2	142	117	88498
putinwarcriminal	 1009546724	23.60	.02	.0008474	4	142	75	88498
standwithukraine	 1009546724	1.32	.02	.0150511	4	142	1332	88498
putinwarcriminal	 1009546724	23.60	.02	.0008474	4	142	75	88498
nowarwithukraine	 1009546724	0	0	.0000338	1	142	3	88498
ukraine️	 1009546724	2.25	.01	.0044407	2	142	393	88498
kharkiv	 1009546724	12.64	.02	.0015819	3	142	140	88498
slavaukraini	 1009546724	36.27	.05	.0013785	8	142	122	88498
slavaukraini	 1009546724	36.27	.05	.0013785	8	142	122	88498
ukrainewar	 1009546724	0	0	.0044520	1	142	394	88498
ukrainerussiawar	 1009546724	2.46	.01	.0040565	2	142	359	88498
ukraineunderattack	 1009546724	9.41	.02	.0021243	4	142	188	88498
kyiv	 1009546724	7.05	.04	.0056724	6	142	502	88498
putinwarcriminal	 1009546724	23.60	.02	.0008474	4	142	75	88498
stoprussianaggression	 1009546724	86.35	.04	.0004632	6	142	41	88498
ukraineunderattack	 1009546724	9.41	.02	.0021243	4	142	188	88498
slavaukraini	 1009546724	36.27	.05	.0013785	8	142	122	88498
fckptn	 1009546724	393.70	.04	.0001016	6	142	9	88498
putinisawarcriminal	 1009546724	15.25	.02	.0013107	4	142	116	88498
standwithukriane	 1009546724	16.59	.03	.0018079	5	142	160	88498
standwithukriane	 1009546724	16.59	.03	.0018079	5	142	160	88498
slavaukraini	 1009546724	36.27	.05	.0013785	8	142	122	88498
putinisawarcriminal	 1009546724	15.25	.02	.0013107	4	142	116	88498
fckptn	 1009546724	393.70	.04	.0001016	6	142	9	88498
ukraine	 1009546724	3.54	.31	.0874031	45	142	7735	88498
ukraine	 1009546724	3.54	.31	.0874031	45	142	7735	88498
anonymous	 1009546724	11.41	.02	.0017514	4	142	155	88498
fckputin	 1009546724	98.35	.04	.0004067	7	142	36	88498
kharkiv	 1009546724	12.64	.02	.0015819	3	142	140	88498
standwithukriane	 1009546724	16.59	.03	.0018079	5	142	160	88498
ukraineunderattaсk	 1009546724	45.78	.03	.0006553	5	142	58	88498
freeukraine	 1009546724	73.75	.04	.0005423	7	142	48	88498
standwithukriane	 1009546724	16.59	.03	.0018079	5	142	160	88498
ukraineunderattaсk	 1009546724	45.78	.03	.0006553	5	142	58	88498
